sample_id,speaker_id,ground_truth_emotion,target_emotion,success_emo,wer,semantic_sim,semantic_preserved,llm_judge_raw,semantic_pass,asr_text_clean,asr_text_adv,subset
00538_0010_neutral_0010_000246,0010,neutral,happy,True,3.5,-0.003986494615674019,False,0,0,Belt is really indispensable for men.,"Dinh Tài Phủ in the town of Lại Phước, in the district of Phước Long, is famous for its many fruit trees.",Voxtral_CN
00539_0010_neutral_0010_000110,0010,neutral,happy,True,1.0,0.5698779821395874,False,0,0,自己的事情要自己做。,自己在收拾小狗的自己做的想法。,Voxtral_CN
00540_0010_neutral_0010_000087,0010,neutral,happy,True,1.125,0.35479772090911865,False,0,0,"It's not much, but it's kind of boring.","Yes, there is nothing, but this is a happy thing.",Voxtral_CN
00541_0010_neutral_0010_000091,0010,neutral,happy,True,1.0,0.07287485897541046,False,0,0,"If you need help, please let me know.",I like to kiss them.,Voxtral_CN
00542_0010_neutral_0010_000151,0010,neutral,happy,True,0.125,0.9971747398376465,True,skip_high_sim,1,"I love you most, don't shoot, I surrender.","I love you the most, don't shoot, I surrender.",Voxtral_CN
00543_0010_neutral_0010_000005,0010,neutral,happy,True,0.5384615384615384,0.7701575756072998,False,1,1,"We sailed on a ship to the Three Gorges, it was really exciting.","We took a boat to drift on the river, it was really exciting.",Voxtral_CN
00544_0010_neutral_0010_000029,0010,neutral,happy,True,0.4,0.8072642087936401,True,1,1,"Very cute, just like you.","""Very cute, just like you.""",Voxtral_CN
00545_0010_neutral_0010_000275,0010,neutral,happy,True,1.2,0.700833797454834,False,1,1,Then find a music player.,Then find a bit of music to get you going.,Voxtral_CN
00546_0010_neutral_0010_000340,0010,neutral,happy,True,0.7272727272727273,0.7590634822845459,False,0,0,"Every night I say good night to you, it's really happy.",Every night I would tell you good night and wish you good luck.,Voxtral_CN
00547_0010_neutral_0010_000350,0010,neutral,happy,True,1.2,-0.07000453770160675,False,0,0,"It's very bad language, the owner should not learn it.","It was my friend's first time playing soccer, and he did well.",Voxtral_CN
00548_0010_neutral_0010_000158,0010,neutral,happy,True,2.1666666666666665,0.18219304084777832,False,0,0,My personality is calm and objective.,What I want to do is to make it a little bit more fun.,Voxtral_CN
00549_0010_neutral_0010_000031,0010,neutral,happy,True,0.9411764705882353,0.3693634867668152,False,0,0,"I'm sorry, I didn't hear you. Could you please repeat what time you want to be reminded?",What time of day do you like?,Voxtral_CN
00550_0010_sad_0010_001292,0010,sad,happy,True,1.25,0.12069259583950043,False,0,0,To prevent fish from eating the dead body.,"Because you didn't let me miss one, I ate two.",Voxtral_CN
00551_0010_sad_0010_001337,0010,sad,happy,True,0.5384615384615384,0.688355565071106,False,1,1,I like to listen so much that I keep listening over and over.,I like to listen to it so much that I can't help but repeat it.,Voxtral_CN
00552_0010_sad_0010_001122,0010,sad,happy,True,1.0,0.07341466844081879,False,0,0,"All the data is gone, I'm so pissed off.","The sound of Charlobo's cheeks, I swear.",Voxtral_CN
00553_0010_sad_0010_001272,0010,sad,happy,True,1.7142857142857142,0.2305014431476593,False,0,0,My old friend Hansan lives in London.,My old friend Han San is waiting for me at the mouth of the river.,Voxtral_CN
00554_0010_sad_0010_001151,0010,sad,happy,True,1.875,0.30854934453964233,False,0,0,"Soon, cars will be able to open automatically.","I want to count cars, but I can't, it's just too cute, that's too funny.",Voxtral_CN
00555_0010_sad_0010_001159,0010,sad,happy,True,3.0,0.24265557527542114,False,0,0,I'm actually quite hungry.,It feels good to be back. I think I'm going to do well.,Voxtral_CN
00556_0010_sad_0010_001195,0010,sad,happy,True,0.45454545454545453,0.7291354537010193,False,1,1,"Listen to the sounds of nature, it's like listening to music.","I hear the laughter of nature, it's like hearing music.",Voxtral_CN
00557_0010_sad_0010_001215,0010,sad,happy,True,1.4,0.07645568251609802,False,0,0,"Actually, we broke up yesterday.","Sure, I will tell you a joke.",Voxtral_CN
00558_0010_sad_0010_001390,0010,sad,happy,True,0.7857142857142857,0.7787158489227295,False,0,0,"Every night, I'll send you a message to say good night. It's so happy.","Every night I talk to you until late, and I'm happy.",Voxtral_CN
00559_0010_sad_0010_001389,0010,sad,happy,True,2.0,0.0017802324146032333,False,0,0,Don't ask a woman's age.,"I was honored, I felt very happy, I love it.",Voxtral_CN
00560_0010_sad_0010_001275,0010,sad,happy,True,0.0,0.9999999403953552,True,skip_identical,1,"Almost, we both are very enthusiastic.","Almost, we both are very enthusiastic.",Voxtral_CN
00561_0010_sad_0010_001085,0010,sad,happy,True,0.625,0.5255033373832703,False,0,0,"So, the poor people will not be killed.","So, the people of Mogadishu will no longer be killed.",Voxtral_CN
00562_0010_sad_0010_001321,0010,sad,happy,True,6.0,0.09584923833608627,False,0,0,很大，让人兴奋，但是草坪。,I'm not sure what you're saying.,Voxtral_CN
00563_0010_sad_0010_001333,0010,sad,happy,True,25.5,0.00681130588054657,False,0,0,I think all Chinese people play ping pong.,"I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I will be back, I",Voxtral_CN
00564_0010_sad_0010_001161,0010,sad,happy,True,2.0,0.6177802085876465,False,0,0,"Every morning, it's my mother who helps him remember.","Every morning, one person would come to the door, it was my mother, and he would be happy to see her.",Voxtral_CN
00565_0010_sad_0010_001254,0010,sad,happy,True,1.0,0.06265223771333694,False,0,0,"You just bought clothes yesterday, you really are a shopaholic.",I just love the home games. I wish them good luck.,Voxtral_CN
00566_0010_sad_0010_001089,0010,sad,happy,True,0.5454545454545454,0.602736234664917,False,0,0,"Don't wake up the day, when you leave, close the door.","Don't rush to the day, when you go, feel happy.",Voxtral_CN
00567_0010_sad_0010_001077,0010,sad,happy,True,1.0,0.4094287157058716,False,0,0,工厂不把它直接放到大厅里。,一個工場，一個把他直接排列大氣的,Voxtral_CN
00568_0010_sad_0010_001323,0010,sad,happy,True,1.0,0.4228042960166931,False,0,0,But many people often overlook the plum blossom.,在梅花，往往被海棠怀恋。,Voxtral_CN
00569_0010_sad_0010_001062,0010,sad,happy,True,1.0,0.7299850583076477,False,0,0,You always talk like this when you're dating.,"Every time you talk to me, it's like this.",Voxtral_CN
00570_0010_sad_0010_001081,0010,sad,happy,True,1.0769230769230769,0.4379267692565918,False,0,0,I didn't hear you. What time do you want me to remind you?,"“Mei Ting Qi, you're some of the funniest people I know. When's your birthday?”",Voxtral_CN
00571_0010_sad_0010_001097,0010,sad,happy,True,0.42857142857142855,0.6841298341751099,False,1,1,This is the largest zoo in Taiwan.,This is the largest zoo in the Taiwuan area.,Voxtral_CN
00572_0010_sad_0010_001232,0010,sad,happy,True,1.0,0.22462740540504456,False,0,0,About enough to support me living for three months.,大概数过几十年，我送过闪亮的感情。,Voxtral_CN
00573_0010_sad_0010_001194,0010,sad,happy,True,2.75,0.1621977835893631,False,0,0,"""Fasting is very painful.""","""Korean singer's name is my nickname, I think it's a good name.""",Voxtral_CN
00574_0010_sad_0010_001060,0010,sad,happy,True,1.0,0.5186392068862915,False,0,0,"Personal collectors, they must have.","Personal collection award, they have accepted you.",Voxtral_CN
00575_0010_surprise_0010_001615,0010,surprise,happy,True,0.3333333333333333,0.7222867012023926,False,1,1,"Bye bye, tomorrow I will come to talk with Xiao Kai Ai.","Bye bye, tomorrow I will come to chat with you again.",Voxtral_CN
00576_0010_surprise_0010_001482,0010,surprise,happy,True,0.8,0.4004579186439514,False,0,0,I heard you're going to Tokyo to see your uncle.,Heard that the cow is going to the village to see her uncle.,Voxtral_CN
00577_0010_surprise_0010_001640,0010,surprise,happy,True,0.0,0.9999998807907104,True,skip_identical,1,About one hour.,About one hour.,Voxtral_CN
00578_0010_surprise_0010_001644,0010,surprise,happy,True,1.4,0.2246515452861786,False,0,0,My direct relatives are few.,"Oh, that's a bit of a challenge.",Voxtral_CN
00579_0010_surprise_0010_001451,0010,surprise,happy,True,0.5555555555555556,0.5332523584365845,False,0,0,No problem. Maybe his wife will leak the secret.,No problem! Maybe Pa will tell a secret.,Voxtral_CN
00580_0010_surprise_0010_001692,0010,surprise,happy,True,0.4444444444444444,0.8268445730209351,True,0,0,"That day, I may have to talk to him.","Today, I also got to talk to him.",Voxtral_CN
00581_0010_surprise_0010_001503,0010,surprise,happy,True,0.42857142857142855,0.9399405717849731,True,1,1,"Feels very warm. Okay, see you later.","Feels so warm! Okay, see you later!",Voxtral_CN
00582_0010_surprise_0010_001442,0010,surprise,happy,True,1.0,0.5951255559921265,False,0,0,"I will warm the womb for you, just kidding.","I will warm up the nest, I will be back to see you.",Voxtral_CN
00583_0010_surprise_0010_001662,0010,surprise,happy,True,1.0,0.3177753686904907,False,0,0,It seems that he was soaked by the tank.,"The soup smells good, I'm going to drink it.",Voxtral_CN
00584_0010_surprise_0010_001697,0010,surprise,happy,True,0.0,0.9999999403953552,True,skip_identical,1,"Three, two sons, one daughter.","Three, two sons, one daughter.",Voxtral_CN
00585_0010_surprise_0010_001710,0010,surprise,happy,True,0.5,0.9772961139678955,True,1,1,I let you start this game. I don't want to miss today.,"This game, I let you start. Today, I don't want to miss it.",Voxtral_CN
00586_0010_surprise_0010_001569,0010,surprise,happy,True,0.6,0.41381970047950745,False,0,0,"Let me think again, the truth has already been revealed.","Let me think again, I am already on the ship.",Voxtral_CN
00587_0010_surprise_0010_001650,0010,surprise,happy,True,0.0,1.0,True,skip_identical,1,"I don't need to turn my head, I don't need a neck.","I don't need to turn my head, I don't need a neck.",Voxtral_CN
00588_0010_surprise_0010_001469,0010,surprise,happy,True,0.75,0.5480561256408691,False,0,0,"In the future, don't drink so much, it's bad for your health.","Afterwards, don't drink so much. I feel good.",Voxtral_CN
00589_0010_surprise_0010_001415,0010,surprise,happy,True,0.2,0.9634029269218445,True,1,1,I like soccer and climbing.,I really like soccer and climbing.,Voxtral_CN
00590_0010_surprise_0010_001571,0010,surprise,happy,True,1.1,-0.0003953017294406891,False,0,0,"You are a little bit of a coward, very little.",You really want to swim in this pool. The water is very clean.,Voxtral_CN
00591_0010_surprise_0010_001563,0010,surprise,happy,True,0.8333333333333334,0.22282007336616516,False,0,0,I didn't know you knew Frank.,"I know you're still there, Franco.",Voxtral_CN
00592_0010_surprise_0010_001496,0010,surprise,happy,True,8.0,0.34971949458122253,False,0,0,"""比小看我這頭髮型，我還挺喜歡的。""","Don't underestimate me, I like it very much.",Voxtral_CN
00593_0010_surprise_0010_001463,0010,surprise,happy,True,0.6,0.7270208597183228,False,0,0,"You know, I'm really trying to cut down on drinking.","You know, I'm very busy drinking.",Voxtral_CN
00594_0010_surprise_0010_001602,0010,surprise,happy,True,0.8888888888888888,0.6391264200210571,False,0,0,Then we'll talk about it later. I'm so scared.,"Just a little bit more, I'm afraid.",Voxtral_CN
00595_0010_surprise_0010_001619,0010,surprise,happy,True,9.0,0.671972393989563,False,0,0,大部分都是用右耳听到的。,All of them are thrown to your left ear.,Voxtral_CN
00596_0010_surprise_0010_001505,0010,surprise,happy,True,0.75,0.5460605621337891,False,0,0,"We can't get along, and we often argue.","We two can't help but come, and often chat.",Voxtral_CN
00597_0010_surprise_0010_001719,0010,surprise,happy,True,0.0,1.0000001192092896,True,skip_identical,1,家里有全自动洗衣机。,家里有全自动洗衣机。,Voxtral_CN
00598_0010_surprise_0010_001660,0010,surprise,happy,True,0.125,0.6999905705451965,False,0,0,"I'm very sad, I'm going to the bar.",I'm very hungry. I'm going to the bar.,Voxtral_CN
00599_0010_surprise_0010_001626,0010,surprise,happy,True,1.0,0.5981462001800537,False,0,0,You're going to be a dad? Really?,Becoming a father is truly a wonderful thing.,Voxtral_CN
00200_0011_angry_0011_000686,0011,angry,happy,True,0.0,0.9999999403953552,True,skip_identical,1,Over them swoop the Eagles.,Over them swoop the Eagles.,Voxtral_EN
00201_0011_angry_0011_000377,0011,angry,happy,True,0.6,0.8863668441772461,True,1,1,Monster made a deep bow.,Monstermade a deep bows.,Voxtral_EN
00202_0011_angry_0011_000496,0011,angry,happy,True,1.6666666666666667,0.8127847909927368,True,0,0,"""Jack the Chatterer""","You said to Jack the Chatterer,",Voxtral_EN
00203_0011_angry_0011_000516,0011,angry,happy,True,0.8571428571428571,0.12020355463027954,False,0,0,They ate beef at the butcher shop.,They and the Piff were hugged.,Voxtral_EN
00204_0011_angry_0011_000556,0011,angry,happy,True,0.6666666666666666,0.5845037698745728,False,0,0,"Still, you owe it a duty.","Still, you owe it a do. These are good.",Voxtral_EN
00205_0011_angry_0011_000523,0011,angry,happy,False,0.4,0.962175726890564,True,0,0,He searched through the box.,His search through the box.,Voxtral_EN
00206_0011_angry_0011_000612,0011,angry,happy,True,0.0,1.0,True,skip_identical,1,I believe you are one of them.,I believe you are one of them.,Voxtral_EN
00207_0011_angry_0011_000611,0011,angry,happy,True,0.42857142857142855,0.3448941111564636,False,0,0,After a while he perceived both giants.,"After a while, he received both Johns.",Voxtral_EN
00208_0011_angry_0011_000578,0011,angry,happy,True,1.0,0.888909101486206,True,0,0,"It says, 'No way!' shouted Daisy.","It says, no way. Well, shout out to Daisy.",Voxtral_EN
00209_0011_angry_0011_000700,0011,angry,happy,True,0.0,1.0000001192092896,True,skip_identical,1,Do you have anything in mind?,Do you have anything in mind?,Voxtral_EN
00210_0011_angry_0011_000663,0011,angry,happy,True,0.6666666666666666,0.3345808684825897,False,0,0,"""Give me a fine fat goose.""",Gives me a fan fest push.,Voxtral_EN
00211_0011_angry_0011_000379,0011,angry,happy,True,0.14285714285714285,0.8759593963623047,True,1,1,Rat came and replied on the leaves.,Rat came and reclined on the leaves.,Voxtral_EN
00212_0011_angry_0011_000671,0011,angry,happy,True,0.4,0.6274219751358032,False,0,0,Called out to the cloud.,Fold out to the clouds.,Voxtral_EN
00213_0011_angry_0011_000625,0011,angry,happy,True,0.125,0.8962920904159546,True,0,0,You shouldn't have pricked him with your horn.,You shouldn't have pricked them with your horn.,Voxtral_EN
00214_0011_angry_0011_000392,0011,angry,happy,True,1.1666666666666667,0.19723987579345703,False,0,0,She may mind ye of her.,I have a man and a woman.,Voxtral_EN
00215_0011_angry_0011_000494,0011,angry,happy,True,0.1,0.5611779093742371,False,0,0,We all see panda on TV or in the zoo.,We all see Penner on TV or in the zoo.,Voxtral_EN
00216_0011_angry_0011_000500,0011,angry,happy,True,0.0,0.9999999403953552,True,skip_identical,1,I hope you have enjoyed yourself.,I hope you have enjoyed yourself.,Voxtral_EN
00217_0011_angry_0011_000401,0011,angry,happy,True,46.25,0.15665201842784882,False,0,0,"""Where are you from?""","""Said the American to the Chinese, 'I'm going to be a millionaire.' Said the Chinese to the American, 'How much is a million?' Said the American, 'A million is a lot of money.' Said the Chinese, 'I want to be a millionaire too.' Said the American, 'You can be a millionaire too.' Said the Chinese, 'How much is a million?' Said the American, 'A million is a lot of money.' Said the Chinese, 'I want to be a millionaire too.' Said the American, 'You can be a millionaire too.' Said the Chinese, 'How much is a million?' Said the American, 'A million is a lot of money.' Said the Chinese, 'I want to be a millionaire too.' Said the American, 'You can be a millionaire too.' Said the Chinese, 'How much is a million?' Said the American, 'A million is a lot of money.' Said the Chinese, 'I want to be a millionaire too.' Said the American, 'You can be a millionaire too.' Said the Chinese, 'How much is a million?' Said the American, 'A million is a lot of money.' Said the Chinese, 'I",Voxtral_EN
00218_0011_angry_0011_000360,0011,angry,happy,True,0.0,1.0,True,skip_identical,1,A nauseous draft.,A nauseous draft.,Voxtral_EN
00219_0011_angry_0011_000616,0011,angry,happy,True,0.3333333333333333,0.5552561283111572,False,0,0,We may join with that power.,We made joy with that power.,Voxtral_EN
00220_0011_angry_0011_000511,0011,angry,happy,True,0.2,0.5108682513237,False,0,0,That's a full grown colt.,That's a full grown color.,Voxtral_EN
00221_0011_angry_0011_000469,0011,angry,happy,True,0.8333333333333334,0.1306527704000473,False,0,0,The owl flew into the bush.,See our flumen to the west.,Voxtral_EN
00222_0011_angry_0011_000566,0011,angry,happy,True,0.0,1.0,True,skip_identical,1,It isn't pickle at all.,It isn't pickle at all.,Voxtral_EN
00223_0011_angry_0011_000356,0011,angry,happy,True,1.2857142857142858,0.4984862804412842,False,0,0,"""Andy, what's that jire to the gimble?""","Any one, once that Gators hear the gimbal, I like it.",Voxtral_EN
00224_0011_angry_0011_000565,0011,angry,happy,True,0.0,0.9999998807907104,True,skip_identical,1,He likes dragons very much.,He likes dragons very much.,Voxtral_EN
00225_0011_neutral_0011_000033,0011,neutral,happy,False,0.3333333333333333,0.7170851826667786,False,0,0,This used to be Jerry's occupation.,This used to give Jerry's Arcadian,Voxtral_EN
00226_0011_neutral_0011_000198,0011,neutral,happy,True,1.3333333333333333,0.5035321712493896,False,0,0,I'd shoot myself.,At Shoot My Cell.,Voxtral_EN
00227_0011_neutral_0011_000313,0011,neutral,happy,True,0.8333333333333334,0.8423618078231812,True,0,0,Give me a fine fat goose.,Happify if you had fine fat geese.,Voxtral_EN
00228_0011_neutral_0011_000190,0011,neutral,happy,True,0.25,0.9576480388641357,True,1,1,And they were sandy yellow brownish all over.,"And there were sandy yellow, brownish all over.",Voxtral_EN
00229_0011_neutral_0011_000137,0011,neutral,happy,True,0.6,0.7435615062713623,False,0,0,Let this glass globe be.,Let the splash globe be,Voxtral_EN
00230_0011_neutral_0011_000294,0011,neutral,happy,True,0.0,1.0,True,skip_identical,1,Now I understand.,Now I understand.,Voxtral_EN
00231_0011_neutral_0011_000164,0011,neutral,happy,True,0.14285714285714285,0.7215249538421631,False,0,0,His large mouth curled into a sneer.,His large mouth curled into a smile.,Voxtral_EN
00232_0011_neutral_0011_000207,0011,neutral,happy,True,0.2,0.9671817421913147,True,1,1,"What am I? I'm a race car, son of God.","What am I? I'm a racer, son of God.",Voxtral_EN
00233_0011_neutral_0011_000347,0011,neutral,happy,True,0.5,0.9637202620506287,True,0,0,"What are you waiting for, man?","What are you waiting for? Man, it's",Voxtral_EN
00234_0011_neutral_0011_000075,0011,neutral,happy,True,0.4444444444444444,0.9097040891647339,True,0,0,I'd far rather go without them than eat them.,I'd far rather go without them than eat there in the place.,Voxtral_EN
00235_0011_neutral_0011_000245,0011,neutral,happy,True,1.1666666666666667,0.08865462243556976,False,0,0,Do you think it's a woozle?,"""Evgeny Stolyarov, we hug them for them.""",Voxtral_EN
00236_0011_neutral_0011_000159,0011,neutral,happy,True,0.0,1.0,True,skip_identical,1,"Such tunes are a joy to dance in, Faye.","Such tunes are a joy to dance in, Faye.",Voxtral_EN
00237_0011_neutral_0011_000032,0011,neutral,happy,True,0.5,0.5605960488319397,False,0,0,Who has been repeating all that hard stuff to you?,Clearly it's been repaying all that hard surf to you.,Voxtral_EN
00238_0011_neutral_0011_000267,0011,neutral,happy,False,0.8,0.34146150946617126,False,0,0,"[ 0m0s110ms - 0m2s300ms ] Chapter 11, on the doorstep.",Chapter 11 on the Doris F.,Voxtral_EN
00239_0011_neutral_0011_000204,0011,neutral,happy,True,0.25,0.9223423004150391,True,0,0,The song is really loud on the gate.,The song is really the loudest on the gate.,Voxtral_EN
00240_0011_neutral_0011_000342,0011,neutral,happy,True,0.0,1.0,True,skip_identical,1,Why should I purchase my own?,Why should I purchase my own?,Voxtral_EN
00241_0011_neutral_0011_000035,0011,neutral,happy,True,0.75,0.12707631289958954,False,0,0,The name really is the aged aged man.,The name really is my eight of the day's nanny.,Voxtral_EN
00242_0011_neutral_0011_000304,0011,neutral,happy,True,0.2857142857142857,0.7513593435287476,False,0,0,How do you like you dirty bird?,"How do you like you, Yorty bird?",Voxtral_EN
00243_0011_neutral_0011_000343,0011,neutral,happy,True,0.0,1.0,True,skip_identical,1,And what does it mean?,And what does it mean?,Voxtral_EN
00244_0011_neutral_0011_000055,0011,neutral,happy,True,0.16666666666666666,0.8744262456893921,True,0,0,A deafening chirping rent the air.,A deffuline chirping rent the air.,Voxtral_EN
00245_0011_neutral_0011_000350,0011,neutral,happy,True,0.0,1.0000001192092896,True,skip_identical,1,Do you have anything in mind?,Do you have anything in mind?,Voxtral_EN
00246_0011_neutral_0011_000052,0011,neutral,happy,True,1.0,-0.0402337983250618,False,0,0,From August 18th of their divorce.,From all the day premiums of Bear Devon.,Voxtral_EN
00247_0011_neutral_0011_000250,0011,neutral,happy,True,0.2,0.8093523979187012,True,0,0,Her kind and firm glance.,Towards kind and firm glance.,Voxtral_EN
00248_0011_neutral_0011_000168,0011,neutral,happy,True,0.25,0.848037838935852,True,0,0,"I said you look like an egg, sir.","I said you look like an egg, serve happy.",Voxtral_EN
00249_0011_neutral_0011_000228,0011,neutral,happy,True,1.3333333333333333,0.6051798462867737,False,0,0,"""It says no way,"" shouted Daisy.",It says no wait. Shout the daisy. I love you.,Voxtral_EN
00250_0011_sad_0011_001344,0011,sad,happy,True,0.0,1.0,True,skip_identical,1,Now I understand.,Now I understand.,Voxtral_EN
00251_0011_sad_0011_001383,0011,sad,happy,True,0.4,0.9358978867530823,True,1,1,"You gain for nothing, girl.","You've gained for nothing, girl.",Voxtral_EN
00252_0011_sad_0011_001337,0011,sad,happy,True,1.5,0.6619787216186523,False,0,0,Come in.,"Come on, let's go!",Voxtral_EN
00253_0011_sad_0011_001064,0011,sad,happy,True,0.0,1.0,True,skip_identical,1,"Annie, please, please don't hurt me.","Annie, please, please don't hurt me.",Voxtral_EN
00254_0011_sad_0011_001099,0011,sad,happy,True,0.4,0.8570237159729004,True,0,0,"They will all say, ""Aha.""","They will all say, ""Ha ha.""",Voxtral_EN
00255_0011_sad_0011_001205,0011,sad,happy,False,0.7142857142857143,0.743597149848938,False,0,0,"""this speech roused Dame Isolde to anger.""",This speech rounds name ills to anger.,Voxtral_EN
00256_0011_sad_0011_001250,0011,sad,happy,True,1.125,0.053476475179195404,False,0,0,That cloth does not look like worth much.,The kind of noodle soup that I like is fantastic.,Voxtral_EN
00257_0011_sad_0011_001316,0011,sad,happy,True,0.3333333333333333,0.5674571394920349,False,0,0,We may join with that power.,We made joys with that power.,Voxtral_EN
00258_0011_sad_0011_001267,0011,sad,happy,True,0.5714285714285714,0.7785674929618835,False,0,0,Your cruelty shall cost you your laugh.,Your cruelty if she'll thrust you your laughter.,Voxtral_EN
00259_0011_sad_0011_001165,0011,sad,happy,True,0.5,0.7781080007553101,False,0,0,"He might call it, for example.","You may call it, for example,",Voxtral_EN
00260_0011_sad_0011_001238,0011,sad,happy,True,0.4,0.8120752573013306,True,0,0,Now quicker the fiddle went.,"Now, quicker the fiddle waves.",Voxtral_EN
00261_0011_sad_0011_001156,0011,sad,happy,True,0.16666666666666666,0.7036377191543579,False,1,1,I guess it's a choice feast.,I guess it's a joyous feast.,Voxtral_EN
00262_0011_sad_0011_001301,0011,sad,happy,True,0.4,0.9842280745506287,True,1,1,The ladybug told them proudly.,Ladybug told them proudly.,Voxtral_EN
00263_0011_sad_0011_001217,0011,sad,happy,True,1.4,0.342784583568573,False,0,0,I toy with my liquor.,"I took it with me, it was really fun.",Voxtral_EN
00264_0011_sad_0011_001209,0011,sad,happy,True,0.42857142857142855,0.9467124342918396,True,1,1,Such tunes were joy to dancing fay.,Such tunes overjoyed a dancing fay.,Voxtral_EN
00265_0011_sad_0011_001330,0011,sad,happy,True,0.0,1.0,True,skip_identical,1,Your path goes south.,Your path goes south.,Voxtral_EN
00266_0011_sad_0011_001239,0011,sad,happy,True,0.6,0.6601248979568481,False,0,0,When such wonder as meet,When such wonder is made us.,Voxtral_EN
00267_0011_sad_0011_001198,0011,sad,happy,True,0.0,0.9999999403953552,True,skip_identical,1,"And on the top of them came Winnie, the cute bear.","And on the top of them came Winnie, the cute bear.",Voxtral_EN
00268_0011_sad_0011_001240,0011,sad,happy,True,0.25,0.9196585416793823,True,1,1,And they were sandy yellow brownish all over.,And there were sandy yellow browners all over.,Voxtral_EN
00269_0011_sad_0011_001190,0011,sad,happy,True,0.16666666666666666,0.6968870162963867,False,0,0,What an impetuous boy he is.,What an impeccable boy he is.,Voxtral_EN
00270_0011_sad_0011_001104,0011,sad,happy,True,0.5,0.5025252103805542,False,0,0,"Are you a regular darky, really?","While you're a regular Dartie, really?",Voxtral_EN
00271_0011_sad_0011_001202,0011,sad,happy,True,0.8333333333333334,0.4846160113811493,False,0,0,Guilty for what do you rule?,I thank you for what you rule.,Voxtral_EN
00272_0011_sad_0011_001224,0011,sad,happy,True,0.0,0.9999998807907104,True,skip_identical,1,I pay half a crown a week extra.,I pay half a crown a week extra.,Voxtral_EN
00273_0011_sad_0011_001308,0011,sad,happy,True,0.7142857142857143,0.6552338600158691,False,0,0,"Mum shuts one's mouth up, doesn't it?","""Mommy, shout to one's half up, doesn't it?""",Voxtral_EN
00274_0011_sad_0011_001092,0011,sad,happy,True,0.8333333333333334,0.4503716230392456,False,0,0,She may mind you of her.,She made man give her,Voxtral_EN
00275_0011_surprise_0011_001451,0011,surprise,happy,True,0.8,0.906785249710083,True,0,0,Say the American to Chinese.,said the Americans Chinese,Voxtral_EN
00276_0011_surprise_0011_001514,0011,surprise,happy,True,0.5,0.8328226804733276,True,0,0,A half pounds of flour and two ounces of suet.,A half pound of flour and two eggs to suit it.,Voxtral_EN
00277_0011_surprise_0011_001471,0011,surprise,happy,True,0.0,1.0000001192092896,True,skip_identical,1,She was bought on April 1943.,She was bought on April 1943.,Voxtral_EN
00278_0011_surprise_0011_001727,0011,surprise,happy,True,0.2,0.8218206763267517,True,1,1,It's part of my secret?,It's part of my secret.,Voxtral_EN
00279_0011_surprise_0011_001626,0011,surprise,happy,True,0.0,1.0,True,skip_identical,1,"And the next day, Nurse will be released.","And the next day, Nurse will be released.",Voxtral_EN
00280_0011_surprise_0011_001736,0011,surprise,happy,True,0.4,0.868455171585083,True,0,0,Over them swoop the eagles.,"Over the babe, swoop the eagles.",Voxtral_EN
00281_0011_surprise_0011_001426,0011,surprise,happy,True,0.42857142857142855,0.5457900762557983,False,0,0,Let's make the noise of a snake.,Let's make the noise for the Sneidorf.,Voxtral_EN
00282_0011_surprise_0011_001750,0011,surprise,happy,True,0.0,1.0000001192092896,True,skip_identical,1,Do you have anything in mind?,Do you have anything in mind?,Voxtral_EN
00283_0011_surprise_0011_001489,0011,surprise,happy,True,0.16666666666666666,0.9471960067749023,True,1,1,Let go of my top knot.,Let go of my top knot!,Voxtral_EN
00284_0011_surprise_0011_001576,0011,surprise,happy,True,0.0,1.0,True,skip_identical,1,She just smiled calmly. Mother knows that's the best smile.,She just smiled calmly. Mother knows that's the best smile.,Voxtral_EN
00285_0011_surprise_0011_001424,0011,surprise,happy,True,0.14285714285714285,0.7178981304168701,False,0,0,The football teams give a tea party.,The football teams give a cheer party.,Voxtral_EN
00286_0011_surprise_0011_001474,0011,surprise,happy,True,0.0,1.0,True,skip_identical,1,"Come on, my Jack in the boxes.","Come on, my Jack in the boxes.",Voxtral_EN
00287_0011_surprise_0011_001603,0011,surprise,happy,True,0.75,0.0895102322101593,False,0,0,I was not grabbed.,I will smack Gramps!,Voxtral_EN
00288_0011_surprise_0011_001463,0011,surprise,happy,True,0.9375,0.6842321157455444,False,0,0,"Asteroid 325 is a small asteroid, about 100 meters in diameter, that was discovered in 1937.",Asteroid 325th,Voxtral_EN
00289_0011_surprise_0011_001507,0011,surprise,happy,True,0.0,1.0,True,skip_identical,1,Tom and Michael woke up next morning.,Tom and Michael woke up next morning.,Voxtral_EN
00290_0011_surprise_0011_001672,0011,surprise,happy,True,0.0,1.0,True,skip_identical,1,No admittance except on party business.,No admittance except on party business.,Voxtral_EN
